x_nm,y_nm,abs_ez_squared,in_particle_re
-5.748905257243541e-14,639.9999999999999,6.889475227838105e-16,False
-5.88000000000005,680.0,9.95288315958967e-16,False
-5.748905257243541e-14,680.0,9.950416545141088e-16,False
5.879999999999941,560.0000000000001,1.313831175449689e-17,False
11.75999999999996,560.0,1.3140527550563952e-17,False
5.879999999999938,599.9999999999999,1.8892067004978717e-17,False
11.75999999999996,599.9999999999999,1.890286572063058e-17,False
17.639999999999993,480.0,2.491190363696057e-19,False
23.52,480.0,2.4966396529151186e-19,False
17.63999999999999,519.9999999999999,3.6211047473015223e-19,False
23.52,519.9999999999999,3.6141609586199095e-19,False
29.40000000000002,400.0,4.763264444864834e-21,False
35.279999999999994,400.0,4.7579364905918726e-21,False
29.400000000000016,439.99999999999994,6.870358407424352e-21,False
35.279999999999994,439.99999999999994,6.841195525582576e-21,False
41.15999999999998,319.99999999999994,8.850934678983217e-23,False
47.03999999999997,319.99999999999994,8.781218764482699e-23,False
41.159999999999975,359.99999999999994,1.3665747041448553e-22,False
47.03999999999997,359.99999999999994,1.3758892091706e-22,False
52.91999999999998,240.0,1.8534306683621237e-24,False
58.79999999999995,240.0,1.8351590859219738e-24,False
52.919999999999966,280.00000000000006,2.40748525717365e-24,False
58.79999999999995,280.00000000000006,2.4121757166657017e-24,False
64.67999999999994,159.99999999999997,3.4634424863759213e-26,False
70.55999999999995,159.99999999999997,3.3777060968480316e-26,False
64.67999999999994,199.99999999999997,4.069970436502546e-26,False
70.55999999999995,200.0,4.3916555508538576e-26,False
76.43999999999996,79.99999999999999,6.513086540253915e-28,False
82.31999999999995,79.99999999999999,7.961244459453918e-28,False
76.43999999999996,120.0,8.787087041289428e-28,False
82.31999999999995,119.99999999999997,6.539529769246024e-28,False
88.19999999999996,0.0,0.0,False
94.07999999999996,0.0,0.0,False
88.19999999999995,39.99999999999999,1.0873036319158493e-29,False
94.07999999999994,39.99999999999999,1.2637106343938368e-29,False
-82.32000000000001,720.0,3.6218805965135165e-14,False
-76.44000000000001,720.0000000000001,3.62343154290846e-14,False
-82.32000000000001,759.9999999999999,5.236246859048408e-14,False
-76.44000000000001,760.0,5.236650709157e-14,False
-82.32000000000002,800.0,1.8979372764694544e-12,False
-76.44000000000001,800.0,1.8989877804928772e-12,False
-94.08000000000003,639.9999999999999,6.915660334008364e-16,False
-88.2,639.9999999999999,6.913770036375512e-16,False
-94.08000000000003,680.0,9.989829772503087e-16,False
-88.2,680.0,9.988814163547082e-16,False
-105.84000000000005,559.9999999999999,1.3203182277094243e-17,False
